"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_SPA","correct_Target_response_Prac","correct_Welcome_PP_SPA","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HEB","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SLK","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HEB","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SLK","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","heb","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HEB","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SLK","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HEB","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SLK","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HEB","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SLK","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HEB","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SLK","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","slk","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HEB","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SLK","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HEB","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SLK","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"Y","8016","H","H","PP_LIST2.csv","saltH.jpg","saltH.jpg","80","80","741","741","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","0","0","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","509","NA","NA","509","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","56591","45937","30128","47649","57094","56588","20371","56294","57094","57606","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","58106","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","8","7410","10","no","yes","1024"
"Y","8016","V","V","PP_LIST2.csv","axeV.jpg","axeV.jpg","81.8181818182","81.8181818182","723.909090909","723.909090909","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","8","0","0","1","1","0","0","1","1","1","1","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","1","1","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","553","NA","NA","553","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","58433","45937","30128","47649","58938","58430","20371","56294","58938","59494","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","59995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","9","7963","11","no","yes","1024"
"F","8016","F","F","PP_LIST2.csv","house.jpg","ring.jpg","83.3333333333","83.3333333333","705.5","705.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","8","0","0","2","2","0","0","2","2","2","2","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","2","2","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","503","NA","NA","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","60258","45937","30128","47649","60761","60255","20371","56294","60761","61268","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","61768","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","10","8466","12","no","yes","1024"
"F","8016","F","F","PP_LIST2.csv","ladder.jpg","house.jpg","84.6153846154","84.6153846154","691.461538462","691.461538462","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","8","0","0","3","3","0","0","3","3","3","3","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","3","3","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","523","NA","NA","523","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","62032","45937","30128","47649","62537","62029","20371","56294","62537","63063","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","63563","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","11","8989","13","no","yes","1024"
"N","8016","V","H","PP_LIST2.csv","nailV.jpg","nailH.jpg","85.7142857143","85.7142857143","698.071428571","698.071428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","8","0","0","4","4","0","0","4","4","4","4","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","4","4","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","784","NA","NA","784","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","63829","45937","30128","47649","64334","63826","20371","56294","64334","65122","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","65622","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","12","9773","14","no","yes","1024"
"Y","8016","V","V","PP_LIST2.csv","bottleV.jpg","bottleV.jpg","86.6666666667","86.6666666667","691.2","691.2","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","8","0","0","5","5","0","0","5","5","5","5","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","5","5","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","595","NA","NA","595","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","65870","45937","30128","47649","66372","65867","20371","56294","66373","66971","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","67471","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","13","10368","15","no","yes","1024"
"N","8016","H","V","PP_LIST2.csv","crayonH.jpg","crayonV.jpg","87.5","87.5","691.8125","691.8125","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","8","0","0","6","6","0","0","6","6","6","6","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","6","6","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","701","NA","NA","701","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","67750","45937","30128","47649","68253","67746","20371","56294","68253","68957","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","69457","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","14","11069","16","no","yes","1024"
"N","8016","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","88.2352941176","88.2352941176","692.764705882","692.764705882","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","7","0","7","8","0","0","7","7","0","0","7","7","7","7","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","7","7","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","708","NA","NA","708","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","69735","45937","30128","47649","70239","69732","20371","56294","70239","70951","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","71451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","15","11777","17","no","yes","1024"
"N","8016","H","V","PP_LIST2.csv","fire_extinguisherH.jpg","fire_extinguisherV.jpg","88.8888888889","88.8888888889","688.222222222","688.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","8","0","8","8","0","0","8","8","0","0","8","8","8","8","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","8","8","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","611","NA","NA","611","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","71739","45937","30128","47649","72241","71736","20371","56294","72241","72856","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","73356","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","16","12388","18","no","yes","1024"
"Y","8016","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","89.4736842105","89.4736842105","683.263157895","683.263157895","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","8","0","0","9","9","0","0","9","9","9","9","0","8","2","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/27/19 19:08:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:/PSA","no","mono","no","18","no","#0000ff","no","Español","yes","no","768","no","no","legacy","9","9","3","5","C:/PSA/ECU_001_PP_048.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","594","NA","NA","594","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8622","NA","NA","NA","642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9734","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","yes","EXP","48","even","no","no","NA","20370","11464","11465","18111","20347","20346","NA","NA","56293","73628","45937","30128","47649","74131","73625","20371","56294","74132","74729","NA","NA","30128","47586","36765","45934","36765","36765","30128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47652","NA","NA","NA","46440","46440","47086","NA","36212","75229","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","20374","NA","NA","NA","Orientation_PSA2018","17","12982","19","no","yes","1024"
