"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_TUR","correct_Target_response_Prac","correct_Welcome_PP_TUR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SLK","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SLK","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SLK","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SLK","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SLK","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SLK","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","slk","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SLK","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SLK","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"N","9412","H","V","PP_LIST2.csv","fire_extinguisherH.jpg","fire_extinguisherV.jpg","94.1176470588","94.1176470588","720.529411765","720.529411765","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","10","10","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","977","NA","NA","977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","57518","34704","24842","36253","58021","57516","10965","39337","58021","59000","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","59500","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","16","12249","17","yes","yes","1024"
"N","9412","V","H","PP_LIST2.csv","glassV.jpg","glassH.jpg","94.4444444444","94.4444444444","717.777777778","717.777777778","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","11","11","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","671","NA","NA","671","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","59656","34704","24842","36253","60159","59655","10965","39337","60159","60832","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","61332","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","17","12920","18","yes","yes","1024"
"N","9412","H","V","PP_LIST2.csv","clothespinH.jpg","clothespinV.jpg","94.7368421053","94.7368421053","720.736842105","720.736842105","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","12","12","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","774","NA","NA","774","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","61504","34704","24842","36253","62007","61503","10965","39337","62007","62783","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","63283","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","18","13694","19","yes","yes","1024"
"N","9412","H","V","PP_LIST2.csv","caterpillarH.jpg","caterpillarV.jpg","95","95","718.4","718.4","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","13","13","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","674","NA","NA","674","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","63437","34704","24842","36253","63940","63435","10965","39337","63940","64616","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","65116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","19","14368","20","yes","yes","1024"
"F","9412","F","F","PP_LIST2.csv","mitten.jpg","needle.jpg","95.2380952381","95.2380952381","715.19047619","715.19047619","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","14","14","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","651","NA","NA","651","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","65260","34704","24842","36253","65763","65258","10965","39337","65763","66416","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","66916","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","20","15019","21","yes","yes","1024"
"N","9412","H","V","PP_LIST2.csv","brushH.jpg","brushV.jpg","95.4545454545","95.4545454545","717.272727273","717.272727273","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","15","15","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","761","NA","NA","761","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","67061","34704","24842","36253","67564","67060","10965","39337","67564","68327","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","68827","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","21","15780","22","yes","yes","1024"
"Y","9412","V","V","PP_LIST2.csv","bowlV.jpg","bowlV.jpg","95.652173913","95.652173913","711.826086957","711.826086957","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","16","16","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","592","NA","NA","592","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","68974","34704","24842","36253","69477","68972","10965","39337","69477","70071","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","70571","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","22","16372","23","yes","yes","1024"
"F","9412","F","F","PP_LIST2.csv","house.jpg","ring.jpg","95.8333333333","95.8333333333","708.416666667","708.416666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","17","17","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","630","NA","NA","630","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","70705","34704","24842","36253","71208","70703","10965","39337","71208","71840","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","72340","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","23","17002","24","yes","yes","1024"
"F","9412","F","F","PP_LIST2.csv","nut.jpg","watch.jpg","96","96","707.32","707.32","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","18","18","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","681","NA","NA","681","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","72485","34704","24842","36253","72988","72483","10965","39337","72988","73671","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","74171","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","24","17683","25","yes","yes","1024"
"N","9412","H","V","PP_LIST2.csv","crayonH.jpg","crayonV.jpg","96.1538461538","96.1538461538","702.576923077","702.576923077","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","19","19","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","584","NA","NA","584","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","74311","34704","24842","36253","74814","74309","10965","39337","74814","75400","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","75900","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","25","18267","26","yes","yes","1024"
"Y","9412","V","V","PP_LIST2.csv","batV.jpg","batV.jpg","96.2962962963","96.2962962963","696.666666667","696.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","20","20","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","J","NA","NA","J","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","543","NA","NA","543","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","76055","34704","24842","36253","76558","76054","10965","39337","76558","77103","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","77603","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","26","18810","27","yes","yes","1024"
"F","9412","F","F","PP_LIST2.csv","couch.jpg","spider.jpg","96.4285714286","96.4285714286","691.428571429","691.428571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","21","0","21","5","0","0","21","21","0","0","21","21","21","21","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/08/19 14:29:35","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\PSA 002 & 003_PC002","no","mono","no","18","no","#0000ff","no","Türkçe","yes","768","no","no","legacy","21","21","1","5","C:/PSA 002 & 003_PC002/RawData/TUR_025-PP-018.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","F","NA","NA","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","F","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","550","NA","NA","550","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3071","503","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13863","2","legacy","no","no","1024","2","48000","-16","no","EXP","18","even","no","no","NA","10965","3937","3940","9153","10953","10953","NA","NA","39337","77744","34704","24842","36253","78247","77743","10965","39337","78247","78799","NA","56856","24842","36212","24861","34703","24861","24861","24842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36255","35207","35207","35711","NA","NA","79299","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10967","Orientation_PSA2018","27","19360","28","yes","yes","1024"
