"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","6835","H","H","PP_LIST3.csv","keyH.jpg","keyH.jpg","100","100","841.285714286","841.285714286","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","643","NA","NA","643","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","43207","39688","28685","41271","43711","43206","6120","43100","43711","44356","NA","NA","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","44856","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","7","5889","7","yes","1024"
"N","6835","V","H","PP_LIST3.csv","flashV.jpg","flashH.jpg","87.5","87.5","810.25","810.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","593","NA","NA","593","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","45002","39688","28685","41271","45505","45000","6120","43100","45506","44356","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","46601","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","7","6482","8","yes","1024"
"F","6835","F","F","PP_LIST3.csv","couch.jpg","spider.jpg","88.8888888889","88.8888888889","860.222222222","860.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","1260","NA","NA","1260","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","46727","39688","28685","41271","47230","46725","6120","43100","47231","48493","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","48993","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","8","7742","9","yes","1024"
"F","6835","F","F","PP_LIST3.csv","mitten.jpg","needle.jpg","90","90","838.1","838.1","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","639","NA","NA","639","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","49148","39688","28685","41271","49651","49147","6120","43100","49652","50293","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","50793","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","9","8381","10","yes","1024"
"Y","6835","H","H","PP_LIST3.csv","pencilH.jpg","pencilH.jpg","90.9090909091","90.9090909091","810.181818182","810.181818182","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","531","NA","NA","531","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","51040","39688","28685","41271","51544","51039","6120","43100","51544","52077","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","52577","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","10","8912","11","yes","1024"
"F","6835","F","F","PP_LIST3.csv","skirt.jpg","tlphon.jpg","91.6666666667","91.6666666667","785.666666667","785.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","516","NA","NA","516","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","52703","39688","28685","41271","53206","52702","6120","43100","53207","53725","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","54225","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","11","9428","12","yes","1024"
"N","6835","H","V","PP_LIST3.csv","bowlH.jpg","bowlV.jpg","92.3076923077","92.3076923077","765.538461538","765.538461538","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","524","NA","NA","524","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","54367","39688","28685","41271","54870","54365","6120","43100","54871","55397","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","55897","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","12","9952","13","yes","1024"
"F","6835","F","F","PP_LIST3.csv","ring.jpg","stove.jpg","92.8571428571","92.8571428571","744.071428571","744.071428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","465","NA","NA","465","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","56041","39688","28685","41271","56545","56040","6120","43100","56546","57012","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","57513","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","13","10417","14","yes","1024"
"F","6835","F","F","PP_LIST3.csv","wrench.jpg","piano.jpg","93.3333333333","93.3333333333","732.733333333","732.733333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","574","NA","NA","574","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","57645","39688","28685","41271","58148","57643","6120","43100","58149","58724","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","59224","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","14","10991","15","yes","1024"
"F","6835","F","F","PP_LIST3.csv","trmpet.jpg","tapedispenser.jpg","93.75","93.75","713.8125","713.8125","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","10/28/19 13:22:34","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","M:\Projects\PSA\PSA002\OpenSesame_Scripts","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","1","5","M:/Projects/PSA/PSA002/raw_data/NOR_003_PP_19.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","430","NA","NA","430","NA","NA","NA","1817","NA","NA","NA","NA","531","NA","NA","NA","22553","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","19","odd","no","no","NA","6120","2273","2276","4587","6110","6110","NA","NA","43100","59364","39688","28685","41271","59867","59362","6120","43100","59868","60300","NA","46101","28685","41224","28704","39686","28704","28704","28685","NA","NA","NA","41273","NA","NA","NA","NA","40191","40192","40724","31756","NA","60800","NA","NA","NA","6122","NA","NA","NA","NA","Orientation_PSA2018","15","11421","16","yes","1024"
