"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_NOR","correct_Target_response_Prac","correct_Welcome_PP_NOR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"Y","5293","H","H","PP_LIST4.csv","crayonH.jpg","crayonH.jpg","100","100","715.714285714","715.714285714","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","0","0","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","535","NA","NA","535","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","70446","62897","53382","64464","70948","70445","10408","70278","70948","71485","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","71985","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","7","5010","7","no","yes","1024"
"F","5293","F","F","PP_LIST4.csv","mitten.jpg","needle.jpg","100","100","701.875","701.875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","1","1","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","605","NA","NA","605","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","72105","62897","53382","64464","72606","72103","10408","70278","72606","73213","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","73713","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","8","5615","8","no","yes","1024"
"Y","5293","V","V","PP_LIST4.csv","keyV.jpg","keyV.jpg","100","100","686.555555556","686.555555556","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","2","2","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","564","NA","NA","564","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","73825","62897","53382","64464","74327","73823","10408","70278","74327","74893","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","75393","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","9","6179","9","no","yes","1024"
"F","5293","F","F","PP_LIST4.csv","skirt.jpg","tlphon.jpg","100","100","670.7","670.7","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","3","3","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","528","NA","NA","528","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","75510","62897","53382","64464","76011","75508","10408","70278","76011","76541","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","77041","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","10","6707","10","no","yes","1024"
"N","5293","H","V","PP_LIST4.csv","screwH.jpg","screwV.jpg","100","100","675.090909091","675.090909091","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","4","4","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","719","NA","NA","719","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","77159","62897","53382","64464","77660","77157","10408","70278","77660","78381","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","78881","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","11","7426","11","no","yes","1024"
"N","5293","V","H","PP_LIST4.csv","batV.jpg","batH.jpg","100","100","662.916666667","662.916666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","5","5","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","529","NA","NA","529","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","79013","62897","53382","64464","79514","79011","10408","70278","79514","80045","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","80545","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","12","7955","12","no","yes","1024"
"N","5293","V","H","PP_LIST4.csv","bottleV.jpg","bottleH.jpg","100","100","656","656","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","6","6","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","573","NA","NA","573","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","80665","62897","53382","64464","81166","80663","10408","70278","81166","81742","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","82242","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","13","8528","13","no","yes","1024"
"F","5293","F","F","PP_LIST4.csv","ring.jpg","stove.jpg","100","100","645.428571429","645.428571429","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","7","7","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","508","NA","NA","508","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","82361","62897","53382","64464","82862","82359","10408","70278","82863","83374","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","83874","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","14","9036","14","no","yes","1024"
"F","5293","F","F","PP_LIST4.csv","needle.jpg","tiger.jpg","100","100","641.8","641.8","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","8","8","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","591","NA","NA","591","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","83991","62897","53382","64464","84492","83989","10408","70278","84492","85086","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","85586","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","15","9627","15","no","yes","1024"
"Y","5293","V","V","PP_LIST4.csv","nailV.jpg","nailV.jpg","100","100","634.875","634.875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","0","0","10/21/19 13:20:49","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","H:\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Norsk","yes","768","no","legacy","9","9","1","5","H:/Desktop/PSA/NOR_004_PP_08.csv","legacy","yes","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","531","NA","NA","531","NA","NA","NA","5801","NA","NA","NA","NA","NA","NA","532","NA","NA","NA","42961","NA","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","8","even","no","no","NA","10407","3838","3843","8629","10396","10396","NA","NA","70278","85699","62897","53382","64464","86200","85697","10408","70278","86200","86733","NA","NA","53382","64433","53401","62895","53401","53401","53382","NA","NA","NA","64466","NA","NA","NA","NA","NA","NA","63399","63399","63933","NA","NA","87233","NA","NA","NA","10410","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","16","10158","16","no","yes","1024"
