"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HUN","correct_Target_response_Prac","correct_Welcome_PP_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_SC","count_Welcome_PP_TC","count_Welcome_PP_THAI","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_SC","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_SC","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_SC","time_Welcome_PP_TC","time_Welcome_PP_THAI","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","6447","H","V","PP_LIST4.csv","penH.jpg","penV.jpg","85.7142857143","85.7142857143","650.857142857","650.857142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","0","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","0","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","0","0","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","636","NA","NA","636","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","34457","30458","21641","32127","34959","34455","10158","34353","34960","NA","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","36098","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","6","4556","7","yes","1024"
"F","6447","F","F","PP_LIST4.csv","wndmil.jpg","mitten.jpg","87.5","87.5","656.375","656.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","1","0","1","5","0","0","1","1","0","0","1","1","1","1","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","1","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","1","1","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","695","NA","NA","695","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","36293","30458","21641","32127","36796","36291","10158","34353","36797","37495","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","37995","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","7","5251","8","yes","1024"
"N","6447","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","88.8888888889","88.8888888889","656.666666667","656.666666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","2","0","2","5","0","0","2","2","0","0","2","2","2","2","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","2","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","2","2","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","659","NA","NA","659","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","38155","30458","21641","32127","38657","38153","10158","34353","38658","39319","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","39819","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","8","5910","9","yes","1024"
"Y","6447","H","H","PP_LIST4.csv","clothespinH.jpg","clothespinH.jpg","90","90","652.2","652.2","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","3","0","3","5","0","0","3","3","0","0","3","3","3","3","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","3","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","3","3","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","612","NA","NA","612","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","39979","30458","21641","32127","40480","39977","10158","34353","40481","41095","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","41595","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","9","6522","10","yes","1024"
"Y","6447","H","H","PP_LIST4.csv","brushH.jpg","brushH.jpg","90.9090909091","90.9090909091","638.363636364","638.363636364","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","4","0","4","5","0","0","4","4","0","0","4","4","4","4","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","4","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","4","4","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","500","NA","NA","500","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","41754","30458","21641","32127","42256","41752","10158","34353","42257","42759","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","43259","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","10","7022","11","yes","1024"
"N","6447","H","V","PP_LIST4.csv","scssorH.jpg","scssorV.jpg","91.6666666667","91.6666666667","637.75","637.75","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","5","5","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","631","NA","NA","631","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","43406","30458","21641","32127","43908","43404","10158","34353","43909","44542","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","45042","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","11","7653","12","yes","1024"
"F","6447","F","F","PP_LIST4.csv","tlphon.jpg","knife.jpg","92.3076923077","92.3076923077","636.307692308","636.307692308","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","6","0","6","5","0","0","6","6","0","0","6","6","6","6","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","6","6","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","619","NA","NA","619","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","45194","30458","21641","32127","45696","45192","10158","34353","45697","46318","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","46818","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","12","8272","13","yes","1024"
"F","6447","F","F","PP_LIST4.csv","spider.jpg","couch.jpg","92.8571428571","92.8571428571","628.357142857","628.357142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","7","0","7","5","0","0","7","7","0","0","7","7","7","7","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","7","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","7","7","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","525","NA","NA","525","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","47000","30458","21641","32127","47502","46998","10158","34353","47503","48030","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","48530","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","13","8797","14","yes","1024"
"F","6447","F","F","PP_LIST4.csv","stove.jpg","ftball.jpg","93.3333333333","93.3333333333","619","619","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","8","0","8","5","0","0","8","8","0","0","8","8","8","8","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","8","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","8","8","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","f","NA","NA","f","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","488","NA","NA","488","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","48685","30458","21641","32127","49187","48683","10158","34353","49188","49678","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","50178","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","14","9285","15","yes","1024"
"N","6447","H","V","PP_LIST4.csv","tireH.jpg","tireV.jpg","93.75","93.75","618.1875","618.1875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","9","0","9","5","0","0","9","9","0","0","9","9","9","9","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","9","0","0","0","0","0","0","0","0","10/07/19 12:06:46","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","yes","768","yes","legacy","9","9","1","5","PP-106.csv","legacy","no","Kafkaesque Koffka","3.2.4","yes","5a7ce671e83246000deafe81","no","0","0","j","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","j","NA","NA","space","NA","NA","NA","NA","NA","606","NA","NA","606","NA","NA","2211","NA","NA","NA","NA","NA","620","NA","NA","11468","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","106","even","no","no","NA","10158","1380","1381","7789","10144","10144","NA","NA","34353","50335","30458","21641","32127","50837","50333","10158","34353","50838","51446","NA","35598","21641","32083","21662","30456","21662","21662","21641","NA","NA","32129","NA","NA","NA","NA","NA","30961","30961","31583","NA","NA","51946","NA","NA","10160","NA","NA","NA","NA","NA","Orientation_PSA2018","15","9891","16","yes","1024"
